Rak1 10,000 zeros
-0.292590678508289,6473.67256752053
-0.29246187649477,8899.4910207006
-0.29163511851967,32.2418213806835
-0.29138682202047,4269.63159962269
-0.29057088970931,4371.56703456752
-0.290464641441284,8610.15476897201
-0.288706227713253,5359.60481246743
-0.288587443774575,8389.62501693313
-0.28543320094246,2329.18305191385
-0.284203589062752,8156.8671041072
-0.282301482320402,3425.03976234653
-0.277731238394008,1972.57108630352
-0.277485897997323,3653.84492702112
-0.277454479572221,5242.19410818501
-0.277196462733589,7564.14979144953
-0.275980390885163,2907.77074493973
-0.275460118953838,7802.53272455671
-0.274676756773491,5244.35083221146
-0.274350809674427,767.773517725098
-0.273249653298341,8673.18358061048
-0.273204833290496,9807.19341793922
-0.270851370019783,1852.82026297795
-0.270553557834116,632.679667909118
-0.27042411258279,9584.95956368027
-0.270086586797184,6366.49634791753
-0.268649676334526,1925.13112981963
-0.26851915033952,4017.86713529041
-0.268239927731671,166.240611748048
-0.26754746745882,8191.43589708577
-0.266190194495633,240.228793925384
-0.264461719865554,3082.2926639836
-0.263307321262738,1079.18920456377
-0.262256791427567,2396.71671477139
-0.261673343551301,4188.48873739516
-0.260102253240925,5056.96122299716
-0.258442448769253,669.779071897509
-0.258145257264484,4831.62461771263
-0.257787109327138,8287.8524538706
-0.255643538034726,1822.21671984203
-0.254005599545052,3287.03482106885
-0.252484219045625,8736.61759037644
-0.25135214028832,4431.43349058601
-0.244006031760997,3550.7879275326
-0.242985345550445,2847.39741871429
-0.242685513054337,7630.10277456213
-0.241986957805006,5973.60034109378
-0.240808543595816,7497.42958681771
-0.239774448612832,1257.74158759766
-0.237703629572356,4927.67747909416
-0.236592189914713,7605.68728030257
-0.235711998785265,4490.76208394458
-0.235239843592365,927.052770503972
-0.234359274527281,7086.92646824845
-0.233101374052691,229.421865180144
-0.233054001212703,3650.27849182693
-0.23153974486576,5517.41117431167
-0.230366521182665,4776.08117820379
-0.229580645154763,7243.80767212
-0.229318903946586,1932.27239185946
-0.226921975649348,2406.46773208171
-0.224830279028535,9244.74165968081
-0.223302537244491,1368.14944493516
-0.223159048426186,2636.58655334556
-0.222128159650775,8079.29491435523
-0.221772957029248,6293.6904209735
-0.220363831059043,8248.80765519572
-0.21903454098685,883.085266407298
-0.216773428735362,4214.40584442582
-0.216118155825082,592.940593892335
-0.215264581641554,5908.16502720771
-0.21428895078349,8705.62473795367
-0.213420147866136,3363.47961470698
-0.213041155622645,5895.41780760447
-0.212649924635862,6651.58991939675
-0.211213207285822,5985.56339105619
-0.211024915224446,7397.59752382146
-0.209272682801886,6659.46783366502
-0.208896218649742,6720.14411977997
-0.205217443411203,3109.77880120306
-0.204250513609511,4030.19935124573
-0.203971512949517,3150.53119057016
-0.2037630964136,115.901846397271
-0.202234606295314,6700.29186450212
-0.201705775318578,3357.27773214828
-0.19999116300718,5322.41372759756
-0.199867568670157,6794.48327693567
-0.197640213194584,83.5773844622664
-0.193994881569981,2580.97482050155
-0.192702783240594,4589.2305467595
-0.191992668173398,9312.74933827679
-0.190892717274248,2473.99937201033
-0.190741207017314,2911.08022735057
-0.190700190723574,2174.58203208027
-0.185816537192532,7552.49015309699
-0.185478338962123,5979.33250994308
-0.18319419694997,3663.34510977569
-0.182976061889361,7105.59683109126
-0.182833935446953,4456.07837365779
-0.182774557658906,2686.26148062431
-0.181975114821678,8237.71929569909
-0.181394797340209,2985.27813615514
-0.180857728355585,9767.92913876511
-0.180625323038444,784.62808725665
-0.180473873874323,1407.61375000233
-0.179403734805616,9028.42863066675
-0.178640595513712,638.473813656761
-0.178035286944997,2217.69429384731
-0.17697224908844,2050.37387511464
-0.176291674902154,7650.66269028802
-0.176115150302353,9209.04320915338
-0.176055736826262,6917.23065727918
-0.176033843444848,3926.67275678114
-0.17573478183052,424.106289756896
-0.175114985604001,7790.71212582448
-0.174806365303472,8257.34202625497
-0.17468007688548,9784.621029048
-0.174679977678684,6690.50644860377
-0.173350833964539,1467.28325234463
-0.172352588147784,7735.86414770824
-0.170222316379297,582.366961700801
