# sigma,T  Arias de Reyna positive-t zeros of f(s); T=indexToImag^-1(t); source Zeros25digits.txt
0.4098851211,173.8273917171
-15.2753439126,173.8277176218
0.3527612618,173.8282178977
0.4302505258,173.8289944681
0.6767711011,173.8294752514
0.2720609726,173.8301036014
0.6212491397,173.8306032136
0.3920594887,173.8312647795
0.1073406248,173.8318401040
0.3102894872,173.8320242585
0.4335133447,173.8326495572
0.7574338619,173.8337849372
0.5187760947,173.8341543256
0.4472984148,173.8346396832
0.4220389122,173.8352277649
0.2873278081,173.8355584006
0.5240968266,173.8363285256
-0.1152927805,173.8370592511
0.4898192685,173.8374502558
0.4933584511,173.8380373741
0.0796896062,173.8387368970
0.4067070617,173.8392715459
0.0237958939,173.8395938959
0.5730055786,173.8399225527
-0.0032259062,173.8407334935
0.5144533184,173.8414712666
0.3181324939,173.8420908106
0.6060292225,173.8425484052
0.7496617118,173.8430150157
0.4562746863,173.8439303947
-0.7825543039,173.8441874124
0.3223241094,173.8448244518
-0.1998021386,173.8448179941
0.5199406019,173.8458496744
0.3700747547,173.8465175096
0.6041552522,173.8470542156
0.4640057173,173.8474094657
0.6776044927,173.8480629369
0.6751881004,173.8485409554
0.4405194754,173.8498128934
0.2920245283,173.8501693392
-0.6447238940,173.8502471816
0.4545966339,173.8508220398
0.5091776942,173.8517960555
0.1370885038,173.8521258467
-0.9962299840,173.8525003063
0.5711379753,173.8530093629
-2.3981334668,173.8535661085
0.4148746766,173.8540541647
0.5537566274,173.8548047655
0.4878713086,173.8553619512
0.5101901901,173.8558583313
-0.0225563876,173.8560292140
0.4058434786,173.8569589311
0.4752770330,173.8575843722
0.1078240067,173.8583123427
0.4121587482,173.8586792649
0.4877653757,173.8591896390
0.2104588048,173.8599107139
0.5452733092,173.8603552145
0.6116039722,173.8607622458
0.2782552062,173.8613781081
0.4953271413,173.8623113747
0.6738153346,173.8629099460
0.3988419469,173.8632441793
0.6583162467,173.8638744709
0.3352144027,173.8644791462
0.3715913630,173.8651387343
-0.6099283040,173.8651792668
0.5390459415,173.8662052081
0.4358560692,173.8664650879
-20.2877121578,173.8668819065
0.4643798186,173.8674857399
0.5635896992,173.8677833043
0.6478041461,173.8683423747
0.4828324336,173.8688715208
0.5248654466,173.8694208000
0.3631283685,173.8704039982
0.4114986122,173.8710710714
-0.0473446557,173.8712691178
0.0790132387,173.8716432735
0.4891868790,173.8721884455
0.2977587483,173.8731549837
0.4833963785,173.8732717139
0.3457367875,173.8738970280
0.4866573291,173.8748432042
0.5672299082,173.8753852932
0.4014950438,173.8762705303
-0.3282608853,173.8760633074
0.3910142808,173.8766489511
0.5490898180,173.8771714197
0.4064607722,173.8782754717
0.1743721241,173.8786276656
0.5797093485,173.8792165884
0.5661482143,173.8797667381
0.5691358393,173.8806085468
0.0880699951,173.8810676207
-0.0058084358,173.8813680731
-1.3381854724,173.8817141712
0.5512793424,173.8821272641
0.5241264704,173.8832194598
0.4486382604,173.8839372859
0.5134134327,173.8841018636
0.2816301495,173.8845467620
0.6149148090,173.8853092534
0.5210564636,173.8858703078
0.3951631974,173.8866747685
0.3315530241,173.8872179022
0.4846107643,173.8876625760
0.4768791499,173.8883992907
0.6316715702,173.8889441367
-6.5300283237,173.8889700992
0.6051970875,173.8894564001
0.6114507284,173.8899058749
0.2540556516,173.8910877863
0.5432355891,173.8914896279
0.0412345191,173.8919492050
0.6674911611,173.8925360818
0.4450088183,173.8930644146
0.1765535583,173.8941232335
-1.2906482823,173.8939264443
0.1214549698,173.8942935842
0.2510797462,173.8951268716
0.3415909060,173.8958440989
0.7051040869,173.8964702409
0.4919521333,173.8969937924
0.4949747844,173.8975172786
0.2888691370,173.8978347902
0.6568124907,173.8986153663
0.7062986658,173.8996045472
0.6814347134,173.9000548999
0.5079813542,173.9005459335
0.4392901478,173.9014524235
-3.5660688481,173.9013143962
0.3296206194,173.9018680109
0.3226095353,173.9022929718
-0.8998556542,173.9029491945
0.5350225102,173.9034115809
0.6304690594,173.9043099372
0.6380907008,173.9047742182
0.6403364844,173.9053255950
0.6458850101,173.9057754933
0.3620966690,173.9065692472
0.3473697693,173.9072659421
0.3955513882,173.9077779333
-0.7732451645,173.9083385767
0.4527316499,173.9086535772
0.4682917520,173.9092904710
0.3043183157,173.9098446905
0.4242143727,173.9104161358
0.5796033652,173.9106850404
0.3856283486,173.9121095077
0.0898796274,173.9122396232
0.3131359003,173.9127976579
0.5386111092,173.9132826394
0.3265247369,173.9141309810
-0.9952585141,173.9140046908
0.4521188488,173.9147608144
-23.8078001179,173.9151534158
0.3020738813,173.9155306029
0.3965665782,173.9162003270
0.2928590605,173.9165604744
0.4600069253,173.9174710003
0.3604690239,173.9178954666
0.5354447167,173.9179968514
0.6338775115,173.9188588061
-0.0345480197,173.9197312575
0.3568392661,173.9201391473
0.6232474463,173.9209144765
-0.0911625797,173.9211197724
0.3929435648,173.9216036156
0.3474595004,173.9224580859
0.2359704124,173.9226765742
0.6404744731,173.9233038271
0.4593449095,173.9239618053
0.7225779691,173.9248575573
0.6066989883,173.9253131447
0.5427988754,173.9258384982
0.5188932451,173.9264242918
0.4925422346,173.9268191773
-0.9216795299,173.9273732831
0.4299037411,173.9281001168
0.4131676332,173.9286813374
0.3102864321,173.9289391814
0.5257881687,173.9298018435
0.2661010696,173.9302061946
0.7161803416,173.9308334449
0.0287346622,173.9312894814
0.1080441769,173.9317329135
0.4070106916,173.9325363218
0.4935191125,173.9332569735
0.5494805578,173.9336902847
0.4454831045,173.9341624314
0.3611994342,173.9344654939
0.5661174721,173.9353780037
0.6406881747,173.9357993554
0.5410882269,173.9367681441
0.4307248371,173.9371136599
0.3534170453,173.9379276201
-0.5020029648,173.9382722242
0.2934582106,173.9386629792
0.4692370220,173.9391243098
0.2493774623,173.9396354380
0.4636444191,173.9409864550
-1.9075666427,173.9406502393
0.2425609002,173.9414565135
0.2474884595,173.9417118541
0.5413447170,173.9425000790
0.3240552331,173.9431348213
0.0127559837,173.9434014237
0.6138310949,173.9441766645
0.4415196587,173.9447541496
0.3823727466,173.9455564331
0.5592876319,173.9461994259
0.2240321642,173.9464305224
0.4850331784,173.9469937177
0.3325948395,173.9475079576
0.2215413370,173.9480566271
0.5732178688,173.9489461207
0.3423281282,173.9494747435
0.6775144775,173.9500335396
0.2652685247,173.9502875761
0.6864573926,173.9512058900
0.6377753751,173.9516333981
0.6560950319,173.9521496381
0.0245571957,173.9531527238
0.4485150805,173.9535323933
0.2650117301,173.9541892963
0.4255692176,173.9546831516
0.4873814424,173.9550548816
-12.4984794500,173.9554953271
0.0311144687,173.9556995164
0.1854222750,173.9562380326
0.2620964987,173.9571552303
0.3447945362,173.9573854484
0.4897795078,173.9581317970
0.2513926667,173.9589617625
0.6031091878,173.9591315566
0.5330337976,173.9599316152
0.4724124004,173.9605293946
-1.0926236930,173.9605981794
0.5754391577,173.9618362402
-17.2005569483,173.9614982789
0.6805542596,173.9622684527
0.4593204825,173.9627737980
0.5098178503,173.9634028197
0.3875306377,173.9641391277
-3.0187471795,173.9644884606
0.4043878993,173.9646416725
0.3878712682,173.9656305484
-0.0242305186,173.9659313969
0.5234636068,173.9666339217
0.5558063733,173.9672530576
0.7061570510,173.9677558039
0.6888901573,173.9681742438
0.5669703482,173.9692837926
0.4602275461,173.9699488574
-2.1646870041,173.9700254277
0.5039802514,173.9705427785
0.5193120249,173.9710685726
0.4418416411,173.9716535450
0.3723457095,173.9724358137
0.5878187101,173.9726583101
0.5185728318,173.9735120002
0.1761700611,173.9744392534
0.3390746942,173.9750210345
-0.5239432918,173.9749241122
0.3776433703,173.9754329103
0.3527817504,173.9760877244
0.6218655273,173.9766102125
0.3707959700,173.9774105045
0.7476603040,173.9781480272
0.6647654420,173.9785819684
0.2349361646,173.9792015361
0.5785225991,173.9797817718
0.6869998509,173.9802610115
0.3686411168,173.9807805447
0.5400560926,173.9812944146
0.5405034214,173.9823520837
0.3841254377,173.9827817837
0.6596581564,173.9835901161
-0.1051829728,173.9834860838
0.3326589917,173.9842740250
-1.0699917715,173.9848774080
0.3807036331,173.9852663721
0.5214758643,173.9858418627
-7.8657400464,173.9860776405
0.4558467865,173.9866682393
0.6704736298,173.9872268743
0.3631947719,173.9878227968
0.7022412873,173.9883166951
0.6459396110,173.9888176573
0.6195277446,173.9893311211
0.6883806919,173.9903655722
0.7317217000,173.9909008998
0.6568446197,173.9914175393
0.4537216632,173.9918749371
0.2551337254,173.9926188796
0.5107011796,173.9929224161
0.2148036295,173.9934302903
0.5216826801,173.9941490738
0.6222761642,173.9947114702
0.5949012612,173.9956454484
0.4197054954,173.9959601257
0.4173098468,173.9964195549
0.2878567654,173.9968181128
0.2371986139,173.9974623634
0.2061172112,173.9981264955
0.4544326517,173.9988659968
0.3959870447,173.9992837478
0.2127031285,173.9998532584
0.0986793834,174.0002239587
0.3628848859,174.0007503073
0.7137753974,174.0013594790
0.7606601039,174.0018003586
0.5419533002,174.0028019078
0.6743205487,174.0034309583
0.6502543528,174.0038572512
0.3948436029,174.0045387441
0.7068422867,174.0048922458
-0.8557971405,174.0053311449
0.4256637833,174.0059232231
0.5167079647,174.0067052385
-0.4330255433,174.0072387301
0.6390155771,174.0074657767
0.6018574276,174.0083573941
0.6663710781,174.0088720466
0.5319203570,174.0093893049
0.2494634702,174.0099599914
-0.7392376573,174.0104791177
0.2089586171,174.0109694757
0.6938364944,174.0117640182
-32.2235949760,174.0118614089
0.5498939747,174.0122348425
0.4636025320,174.0125793756
0.2009193817,174.0135069884
0.3887554401,174.0137986272
0.0118102413,174.0142822741
0.3518708238,174.0149591569
0.4098898760,174.0155990804
0.4961232778,174.0161743432
0.4900193385,174.0167861551
0.4851297674,174.0171364702
0.6871708043,174.0176589821
0.5632265699,174.0181792048
0.7908106634,174.0192541576
0.6681057595,174.0196592572
0.5850764295,174.0202786527
0.5740714513,174.0208229339
0.3048611192,174.0213708845
0.3215470655,174.0218574901
0.3505119170,174.0223588838
0.5308208818,174.0228857807
0.2155965007,174.0239508444
0.4248975047,174.0242557464
0.5623137702,174.0250088509
0.1506493250,174.0251994117
0.1009743622,174.0259684567
-1.2155116302,174.0261780323
0.3167626552,174.0267925881
0.3900834533,174.0278203940
-3.3889589620,174.0278609239
0.5358029573,174.0282717339
-0.2695163563,174.0287807995
0.3348140743,174.0294742074
0.6698876644,174.0299283386
0.5118121911,174.0303995819
0.2890799387,174.0312265607
0.4941179982,174.0320323841
0.3530104872,174.0325219228
0.6549062982,174.0329843219
0.4030113532,174.0336961532
0.1828523206,174.0339696755
-1.5879323207,174.0345771824
0.5961683591,174.0349722411
0.2991079316,174.0357543352
0.3747496934,174.0360535543
0.6997460977,174.0369629581
0.7494453677,174.0374333115
0.3671321810,174.0380540550
0.6592320504,174.0384984487
0.2663422283,174.0389243353
0.5059473676,174.0400005025
0.5302333843,174.0405560865
0.4875487465,174.0409099406
0.4508212862,174.0415141697
0.4370426347,174.0422406562
-4.4633582320,174.0425445051
0.4354916527,174.0429591819
0.0135158948,174.0429807112
0.4975736042,174.0441754807
-0.0560418147,174.0447411999
-0.1362675887,174.0452233596
0.3542517716,174.0457994573
0.3404601074,174.0459786237
0.3874838012,174.0465135417
0.4184849853,174.0474840389
0.4985065390,174.0483942634
-0.5212203547,174.0481658208
0.5469930899,174.0491421142
0.2521944225,174.0494972918
0.4150667036,174.0502738689
0.4701428352,174.0506154591
0.5227440572,174.0512696355
0.4329653506,174.0516988265
0.4914940601,174.0528207012
0.5554469609,174.0532723543
0.2366746555,174.0536060048
0.4592709940,174.0543090190
-0.2643637719,174.0543692858
0.7459562202,174.0551359701
0.3329847383,174.0562034886
0.3787080728,174.0566156733
-0.7742649035,174.0566821463
0.4461029489,174.0574515775
0.3557664362,174.0581800260
0.5341457329,174.0585405736
0.4706143868,174.0590561280
0.3651752815,174.0595310093
0.3847337703,174.0605145927
0.4700179187,174.0610823739
0.4247174050,174.0618454292
-0.1040869379,174.0617179384
0.6581118639,174.0623141240
0.5480109370,174.0632816004
0.5569021301,174.0637586988
-0.0002858600,174.0642650272
0.4280912475,174.0651489454
-0.3966942648,174.0653697154
0.6146425060,174.0660916303
-0.4487043501,174.0666328813
0.5061192924,174.0668722355
0.4675861863,174.0674561158
-0.5593109967,174.0680062078
0.3996593313,174.0688109615
0.7156406056,174.0694288121
0.4295703876,174.0697692834
0.3518120288,174.0706566013
0.4072034051,174.0709672265
0.3637154189,174.0715292879
0.3937651488,174.0721237536
-34.3367595696,174.0720531577
0.3091272985,174.0728019491
0.4564084244,174.0741819132
-0.1852803560,174.0736761133
0.0615571117,174.0744069849
-2.4336438324,174.0748674255
0.3132433774,174.0750418631
0.2976740513,174.0756009611
0.5112787787,174.0765331808
0.0496715152,174.0770844013
0.5627849975,174.0776718826
0.4309298781,174.0781632762
0.5412026011,174.0787306037
0.6458031821,174.0794267983
0.7360088792,174.0798191529
0.5107755095,174.0803411918
0.5600707915,174.0814836400
0.4130981175,174.0817548656
0.4750572459,174.0824226224
0.4875804574,174.0828217621
0.4073832319,174.0833370911
0.4150304144,174.0840734708
-0.0343639308,174.0846386686
-1.1907709183,174.0851815918
0.5178061511,174.0854279113
-0.2534445686,174.0861437993
0.1954781599,174.0866995879
0.5083174295,174.0870843042
0.7404284723,174.0875746799
0.6492566553,174.0884457674
-0.1917464490,174.0886902885
0.3761087912,174.0898644048
0.3140006101,174.0900348282
0.4740031705,174.0906286021
0.2774334709,174.0909659491
0.4996983570,174.0917843089
0.4608857953,174.0923195455
0.2122835589,174.0926383868
0.4479452305,174.0933398837
0.4439046346,174.0941656265
0.5894386853,174.0945820205
0.5650874155,174.0951869704
0.6953010171,174.0956834390
0.7328453098,174.0961170886
0.2188233701,174.0970042651
0.5219877374,174.0977027504
0.0982560463,174.0981462906
0.3550633062,174.0987926237
-1.9201390891,174.0989893500
0.1233401359,174.0994157051
0.2329373269,174.0999710684
0.1251970760,174.1004398671
0.6402684041,174.1008686103
0.4170264373,174.1018217708
0.2761820805,174.1025984315
0.6199478383,174.1029827785
0.4996534397,174.1034122665
0.1338539527,174.1039399227
0.4056768111,174.1044514680
0.6603631065,174.1050792017
0.0356667044,174.1058888470
0.6383202197,174.1062958266
0.6196767877,174.1067994451
0.7640771557,174.1077252046
0.3510881340,174.1081012711
0.2642090907,174.1085475952
0.5896170326,174.1089208505
0.3659173125,174.1100575744
0.5425294597,174.1107715209
-0.5289925407,174.1109557893
0.4254204195,174.1115647521
0.4049931354,174.1121450847
-4.6712390127,174.1120327244
-1.7059396355,174.1126339777
0.2970058729,174.1130577772
0.6174134438,174.1136705543
0.0474916815,174.1144529961
0.4474383538,174.1151924461
0.3452562624,174.1156004626
0.3922329258,174.1161761669
0.1224211089,174.1167157548
0.3109792659,174.1169331495
0.0258506917,174.1176971234
0.5725977477,174.1185509415
0.5400313068,174.1190471436
0.4021433206,174.1195409417
0.2635341763,174.1199149536
0.7471255697,174.1207204040
0.7162064553,174.1211331256
0.2390601035,174.1217740762
0.4959808799,174.1223818068
0.3956738129,174.1231775853
0.2000190384,174.1236033331
0.5533795437,174.1240819944
0.6582716170,174.1244347684
0.3073522542,174.1251199196
0.5148462056,174.1257283249
0.3819032999,174.1265302649
0.3013285753,174.1271672047
-0.2754525840,174.1271306824
0.3994818624,174.1279977401
0.3924861539,174.1283718109
0.5815105703,174.1290154061
0.6343147373,174.1294490897
0.7586553634,174.1299754167
0.7434655108,174.1310711409
0.7383690512,174.1315217146
0.6488158175,174.1319786795
0.6374019486,174.1325592628
0.6372149571,174.1330806162
0.4229703293,174.1336788408
0.6044872798,174.1342744009
0.4424255514,174.1352201608
0.1229809677,174.1351565998
0.4350363899,174.1361876492
0.4910624931,174.1368830450
-0.0808297005,174.1367744067
0.4199283223,174.1374717532
-0.2136648420,174.1380655232
0.5046743483,174.1390263496
-0.7957366687,174.1388277726
0.7506979264,174.1398956106
0.7137588961,174.1402782020
0.4965918600,174.1410102400
0.4510072435,174.1417340698
0.1710803933,174.1420213950
-39.3404561364,174.1422435543
0.3088670058,174.1424425555
0.5066250656,174.1434060750
0.3918879556,174.1440995824
0.6119347334,174.1445545650
0.2977078033,174.1451291896
-4.8291478340,174.1451328486
0.4360570606,174.1455992793
0.3526803715,174.1460557634
0.4882876539,174.1472211528
-0.1358752705,174.1476714358
0.4710353773,174.1478316023
0.4139203531,174.1486580405
0.5637752047,174.1492280278
0.5490989098,174.1496513183
0.6973845576,174.1502846053
0.5627556927,174.1508537141
0.5152324121,174.1518105770
0.5299139901,174.1523588583
0.3416218687,174.1527782763
0.5923528876,174.1532930651
-0.1563668667,174.1535118009
0.6727099807,174.1544945083
-0.1600796132,174.1547953346
0.4107245463,174.1555359318
0.4000423267,174.1562399794
0.3649952745,174.1565889757
0.3512617449,174.1574966032
0.4877220536,174.1579455084
-0.9843861905,174.1579172347
0.2374860605,174.1583727248
0.0525379842,174.1593547100
0.5982117366,174.1601116537
0.4123738212,174.1605708327
-0.1920345022,174.1610839610
0.5574800157,174.1613578159
0.4694096535,174.1621405615
0.4826273634,174.1626067612
0.5263757332,174.1633701808
0.4329436518,174.1638620163
0.4164756215,174.1648466076
0.4314263923,174.1653302649
0.2949051122,174.1655635742
-2.2497388279,174.1656808251
0.5962157729,174.1663683951
0.2862425610,174.1669131458
0.1623575373,174.1678151493
0.6066271584,174.1684087614
0.1053986824,174.1688898714
0.4398549389,174.1691933163
0.5982665892,174.1700601980
0.2980951156,174.1706400189
0.6295527687,174.1710048983
-1.2521311007,174.1714401999
0.4761776947,174.1725572314
-0.1101164936,174.1723612547
0.4715837520,174.1733805159
0.4381723818,174.1738578024
0.0708739521,174.1741951559
0.3211970012,174.1745705840
0.6219878100,174.1755919698
0.1451769385,174.1760828552
0.3052478201,174.1767375687
0.3657036693,174.1770132092
0.6167344332,174.1777941995
0.6882540570,174.1783278603
0.4514204169,174.1789152492
0.4828256741,174.1794103936
-0.7948480346,174.1798518856
0.4818900921,174.1810605298
0.0473147881,174.1808192472
0.6423165314,174.1816222455
-0.1526661051,174.1819847002
0.5648439835,174.1827558117
-0.0637475005,174.1831630294
0.4004416343,174.1836026712
0.6904965599,174.1844828062
0.2111843275,174.1850052456
0.4666349754,174.1857075228
0.0386584969,174.1861501444
0.3739895349,174.1865790678
0.5095794132,174.1868571250
0.4321049624,174.1875454551
0.4493780353,174.1886503318
0.0841004736,174.1888212656
0.3894306322,174.1893909908
0.6248777476,174.1900123077
0.3842628430,174.1903776871
0.3452305421,174.1912755999
0.3473068237,174.1915602679
0.1987003728,174.1919333183
0.2519765881,174.1926756477
0.5622553517,174.1934806581
0.6103388553,174.1938465595
0.6580495782,174.1944582006
0.6667354669,174.1949027769
0.4370657490,174.1955332169
0.3635417584,174.1960603560
0.4951928560,174.1972217505
0.2174924430,174.1970170705
0.5363721361,174.1977216121
0.3407597421,174.1986200284
0.3631321431,174.1990322053
0.4475714790,174.1993872916
-1.2077339809,174.1998291396
0.4488545243,174.2002116764
0.3925965492,174.2010681272
0.5509585828,174.2017662533
0.7235382312,174.2022048660
0.5650228626,174.2027465096
0.4081014659,174.2031862949
0.3938409017,174.2038658518
0.4127576637,174.2044359068
0.4945948496,174.2049367668
0.5513326871,174.2057867348
0.0046917457,174.2060224159
0.6682796375,174.2066204101
0.6247290797,174.2071548969
0.7842821179,174.2077028232
0.8323560628,174.2081177100
0.6947828752,174.2091993584
0.7028556480,174.2096994541
0.7178702897,174.2102358668
0.4698565434,174.2107758611
0.3679577064,174.2112095046
0.6967723333,174.2118467868
0.4172174949,174.2125051365
0.0752623007,174.2130236633
0.4391056196,174.2137439470
-1.1995109775,174.2141589613
0.4850847702,174.2148435945
-3.7093577118,174.2151283728
0.5173803481,174.2151012626
0.4435891442,174.2157219726
0.0979094465,174.2165325529
0.0844228666,174.2168896488
0.5704971401,174.2178045020
0.5446208996,174.2183536968
0.2581379368,174.2186933697
0.3577178304,174.2193559609
0.5911072551,174.2199599604
0.5466793202,174.2203600128
0.5746503242,174.2209587773
0.2443490954,174.2219367556
0.6679421169,174.2224813829
-0.0080308217,174.2227794322
0.3969412810,174.2234387422
0.4696627676,174.2238759058
-0.4881424607,174.2241199115
0.1817139131,174.2248990924
0.3182195653,174.2256091983
0.5404156191,174.2260044130
-0.0378347922,174.2268263419
0.3950369464,174.2271417864
0.3474991233,174.2276465886
0.6408214893,174.2281890423
0.5306527795,174.2286586357
0.4982721823,174.2293611538
0.6622385792,174.2302923406
0.4302978552,174.2311245171
0.1714440468,174.2309749689
-0.0926824439,174.2314846137
-0.0435063031,174.2319281709
0.6644702876,174.2326730769
0.6740537654,174.2331497597
0.5473093016,174.2341431402
0.1690356244,174.2344640311
0.0641406518,174.2351131053
0.2928974290,174.2354852971
0.7157415961,174.2359851553
0.6196534848,174.2364848399
0.6029407584,174.2370210683
0.5279518645,174.2380060024
0.6346168075,174.2384999707
0.4966815673,174.2390885614
0.2537675651,174.2394279169
0.4678396358,174.2401747487
0.3542165803,174.2403883999
0.5493752353,174.2412394617
0.3927224740,174.2415994242
0.0255779349,174.2422044458
0.6643160757,174.2430224530
0.5952111129,174.2435124614
0.6635405744,174.2439609235
0.3667896910,174.2445955763
0.4656674285,174.2449715316
0.1608866870,174.2458270519
0.2635883591,174.2463751744
0.5921920150,174.2470692078
-1.9169476384,174.2472704362
0.3737070761,174.2475558650
0.6919041834,174.2484931325
0.5034373550,174.2490322614
0.1912191720,174.2493775969
-1.4218491612,174.2497166826
0.4307491368,174.2506396272
0.2506851825,174.2512701704
0.5124170417,174.2519896589
-0.2189712642,174.2517789672
0.5660884455,174.2525078168
0.5384280262,174.2534189912
0.2019907483,174.2539692153
0.4306844339,174.2548079078
-0.5893176519,174.2546267773
0.3688658884,174.2559978711
-0.1147467649,174.2557704820
0.4979515674,174.2565500596
0.2983969212,174.2571766096
0.4629733974,174.2575610930
0.0184227421,174.2581191771
0.6509105260,174.2591620087
0.7840644852,174.2595246746
0.2624180218,174.2602421196
0.2922017987,174.2605843058
0.3906544343,174.2614105407
-1.2485894365,174.2616283066
0.1803995597,174.2618141411
0.3998088504,174.2626551805
0.3861130916,174.2633867298
0.3325757666,174.2640427936
0.4634645447,174.2644463242
0.5672436319,174.2650589583
0.4417059862,174.2652579168
0.1893854185,174.2662575906
0.3870423382,174.2667640918
0.2815434833,174.2675022438
0.2670447542,174.2678951656
0.5348448213,174.2683775085
-0.0486878438,174.2691739645
0.4969064053,174.2695161496
0.4144176062,174.2701414661
-0.0673845153,174.2703759590
-7.0556044144,174.2708819585
0.5090860583,174.2714888288
0.5977223357,174.2721006248
0.5798893578,174.2725559625
0.3234392447,174.2729846319
0.6295416680,174.2736024261
0.5403893426,174.2741630855
0.5388720950,174.2750872825
0.0882202060,174.2755634080
0.5226677261,174.2758666713
0.4797777672,174.2771368971
0.1269118547,174.2768655634
0.1529873422,174.2774325451
0.4701935711,174.2779723383
0.7135434101,174.2785592894
0.7726044319,174.2795727129
0.5640860056,174.2801385931
0.7142435901,174.2806154661
0.6887143689,174.2810901564
0.4601325985,174.2818018810
0.5137207017,174.2825723490
-1.1959510354,174.2825992123
0.1988130512,174.2829466725
0.4229660329,174.2839186346
0.5253834442,174.2844523616
0.5063520140,174.2849802858
0.6689538840,174.2856290313
0.5494945765,174.2859843746
0.3651281768,174.2865347332
0.3173706029,174.2877596477
-0.3121169530,174.2876595105
0.3874906006,174.2883184727
0.5027793965,174.2887847914
0.4402837561,174.2895507181
0.3448421518,174.2899843524
0.6319494079,174.2904933666
0.0992689700,174.2911436556
0.6368323182,174.2916422459
0.5528250487,174.2926787817
0.5925520184,174.2930499681
0.5976455273,174.2935513041
0.4100199343,174.2941263658
-4.2109024275,174.2945255807
0.3737723665,174.2949721818
-0.5001882829,174.2951316144
0.4898134738,174.2961034247
0.5113952566,174.2965672427
0.3009279352,174.2972654897
0.3143867634,174.2977233089
0.4918110448,174.2984150336
0.4894558395,174.2988010747
-0.1348042660,174.2991208343
0.5760249541,174.3003317139
0.6183328318,174.3008622924
-1.1478363318,174.3011499264
0.5900973687,174.3016914153
0.2479143844,174.3021520621
-0.0847467933,174.3025473119
0.6343098233,174.3033330494
0.4901681773,174.3040301253
0.1796696555,174.3046541835
0.3417384130,174.3051545139
0.6168510359,174.3058786864
0.5002038458,174.3062345163
-14.3078565765,174.3064272851
0.4684835012,174.3069756711
-0.4495326640,174.3072337245
-0.2560414586,174.3078973058
0.3440347275,174.3086609377
0.6661104852,174.3091565585
0.6813548130,174.3096197137
0.4159153785,174.3106323187
-1.3219642330,174.3106724261
0.6158295233,174.3109966244
0.5674701899,174.3117930242
0.3133977746,174.3125971401
0.3899232851,174.3131197207
0.4114472679,174.3137630970
0.5084895779,174.3141591151
0.4451206736,174.3145680466
0.7519707436,174.3150997997
0.4484827069,174.3160390827
0.6362385112,174.3166588378
0.3507888493,174.3170448007
0.6392613695,174.3177450700
0.3598590387,174.3182371035
0.4753568736,174.3187563703
0.4957862820,174.3193424675
0.6580186544,174.3198002575
-0.6380529043,174.3205705716
0.3719077242,174.3212240525
0.3238720069,174.3216523282
0.4372968760,174.3220628641
0.5360213276,174.3226824516
-0.4708071267,174.3231369210
0.3716735711,174.3237823726
-0.0377941352,174.3240151997
0.5480485109,174.3250314981
0.5210617818,174.3253667516
0.1753203907,174.3261188989
0.5009672173,174.3265810980
0.7903253307,174.3270872744
0.5628671710,174.3275731672
0.2781926232,174.3283924138
-0.1027895033,174.3290766853
0.1972286856,174.3295810165
0.4286719587,174.3299058420
0.4284505314,174.3305051121
0.2997426571,174.3310034581
0.0252816122,174.3316898933
0.4498558655,174.3321053716
0.1901460368,174.3326834975
0.3891347105,174.3332794458
0.7348768760,174.3341436767
0.5740207128,174.3345145844
0.5594574253,174.3351820926
0.5030908638,174.3356363506
0.4465513736,174.3360545049
0.6215236314,174.3371973754
-6.6029002091,174.3370747063
0.5414601557,174.3376304757
0.7361085914,174.3381827260
0.4139385461,174.3389275887
0.2439936365,174.3394123675
0.5425273385,174.3398443136
0.4841608540,174.3404024664
0.3198966182,174.3412030598
0.5488156159,174.3418566859
0.3680368792,174.3425919115
-16.3139046445,174.3426746200
0.5663058920,174.3429151262
0.6135608188,174.3433114312
0.5367682287,174.3442625696
-1.0289691890,174.3445361744
0.5651440632,174.3451192626
0.5650810284,174.3459735860
0.5031882839,174.3464405583
0.5247167115,174.3473338474
-1.5074693668,174.3471278006
0.5216717180,174.3478842861
-0.1562329034,174.3485590630
0.4773370436,174.3486232341
0.7630300669,174.3499514751
0.6368879992,174.3504323305
0.5826964158,174.3509157422
0.4822026994,174.3515746108
0.2762588857,174.3520398253
0.2516994188,174.3525283838
0.4418273301,174.3534012803
0.1107359275,174.3537302728
0.2154979764,174.3543988464
0.6335018463,174.3551304061
0.1670692761,174.3556386818
-13.2507271280,174.3555846405
0.3023518285,174.3559329477
0.4553697564,174.3564374555
-0.0729499623,174.3572801319
0.2760992618,174.3578162934
0.6117197181,174.3584803238
0.5621683102,174.3589443125
0.6919275569,174.3594421804
0.3843960259,174.3603528557
0.4271931014,174.3606907821
0.4551343972,174.3609834701
0.5161319456,174.3619923247
0.5069699461,174.3626421866
0.5025485204,174.3634170064
0.0088799915,174.3633396230
0.4728514724,174.3641893967
0.4105495236,174.3643757015
0.4825203407,174.3653552873
0.5157389805,174.3663446343
0.2556882020,174.3665934930
-1.2403243108,174.3666269558
0.1602929940,174.3675144406
0.4858813144,174.3680604402
0.1300927120,174.3684764953
0.1020281304,174.3690975641
0.3710058065,174.3694478231
-0.2630074364,174.3704566682
0.4660045152,174.3710085716
0.3337290019,174.3714191868
0.2178262321,174.3717294935
0.4227914005,174.3723307906
0.4057372401,174.3729866643
0.4775728089,174.3735864208
0.3121033639,174.3743112550
0.2067259592,174.3747869116
